,lon,lat,alt,accuracy,speed,angle
20140120 15:30:55:565,-4.672305679321289E8,-2.3559959411621094E8,762.4846,160.0,0.4733725,160.0
20140120 15:30:55:735,-4.672305679321289E8,-2.3559959411621094E8,762.4846,160.0,0.4733725,160.0
20140120 15:30:55:981,-4.672305679321289E8,-2.3559959411621094E8,762.4846,160.0,0.4733725,160.0
20140120 15:30:56:136,-4.672305679321289E8,-2.3559959411621094E8,762.4846,160.0,0.4733725,160.0
20140120 15:30:56:367,-4.672304916381836E8,-2.355996322631836E8,762.87463,160.0,0.0,0.0
20140120 15:30:56:536,-4.672304916381836E8,-2.355996322631836E8,762.87463,160.0,0.0,0.0
20140120 15:30:56:735,-4.672304916381836E8,-2.355996322631836E8,762.87463,160.0,0.0,0.0
20140120 15:30:56:936,-4.672304916381836E8,-2.355996322631836E8,762.87463,160.0,0.0,0.0
20140120 15:30:57:156,-4.672304916381836E8,-2.355996322631836E8,762.87463,160.0,0.0,0.0
20140120 15:30:57:395,-4.672304916381836E8,-2.355996322631836E8,762.87463,160.0,0.0,0.0
20140120 15:30:57:535,-4.672304916381836E8,-2.355998992919922E8,764.8676,160.0,5.25521,0.0
20140120 15:30:57:736,-4.672304916381836E8,-2.355998992919922E8,764.8676,160.0,5.25521,0.0
20140120 15:30:57:936,-4.672304916381836E8,-2.355998992919922E8,764.8676,160.0,5.25521,0.0
20140120 15:30:58:135,-4.672304916381836E8,-2.355998992919922E8,764.8676,160.0,5.25521,0.0
20140120 15:30:58:363,-4.672304916381836E8,-2.355998992919922E8,764.8676,160.0,5.25521,0.0
20140120 15:30:58:535,-4.672303009033203E8,-2.3560043334960938E8,759.72766,160.0,0.0,0.0
20140120 15:30:58:736,-4.672303009033203E8,-2.3560043334960938E8,759.72766,160.0,0.0,0.0
20140120 15:30:58:936,-4.672303009033203E8,-2.3560043334960938E8,759.72766,160.0,0.0,0.0
20140120 15:30:59:135,-4.672303009033203E8,-2.3560043334960938E8,759.72766,160.0,0.0,0.0
20140120 15:30:59:335,-4.672303009033203E8,-2.3560043334960938E8,759.72766,160.0,0.0,0.0
20140120 15:30:59:536,-4.672303009033203E8,-2.356005859375E8,755.23083,160.0,0.0,0.0
20140120 15:30:59:735,-4.672303009033203E8,-2.356005859375E8,755.23083,160.0,0.0,0.0
20140120 15:30:59:936,-4.672303009033203E8,-2.356005859375E8,755.23083,160.0,0.0,0.0
20140120 15:31:00:135,-4.672303009033203E8,-2.356005859375E8,755.23083,160.0,0.0,0.0
20140120 15:31:00:357,-4.672303009033203E8,-2.356005859375E8,755.23083,160.0,0.0,0.0
20140120 15:31:00:538,-4.672306442260742E8,-2.3560054779052734E8,745.94446,160.0,0.0,0.0
20140120 15:31:00:746,-4.672306442260742E8,-2.3560054779052734E8,745.94446,160.0,0.0,0.0
20140120 15:31:00:936,-4.672306442260742E8,-2.3560054779052734E8,745.94446,160.0,0.0,0.0
20140120 15:31:01:137,-4.672306442260742E8,-2.3560054779052734E8,745.94446,160.0,0.0,0.0
20140120 15:31:01:350,-4.6723087310791016E8,-2.3560043334960938E8,737.0262,160.0,0.0,0.0
20140120 15:31:01:538,-4.6723087310791016E8,-2.3560043334960938E8,737.0262,160.0,0.0,0.0
20140120 15:31:01:746,-4.6723087310791016E8,-2.3560043334960938E8,737.0262,160.0,0.0,0.0
20140120 15:31:01:937,-4.6723087310791016E8,-2.3560043334960938E8,737.0262,160.0,0.0,0.0
20140120 15:31:02:136,-4.6723087310791016E8,-2.3560043334960938E8,737.0262,160.0,0.0,0.0
20140120 15:31:02:342,-4.6723094940185547E8,-2.3560049057006836E8,735.6898,160.0,21.664516,-19.800049
20140120 15:31:02:537,-4.6723094940185547E8,-2.3560049057006836E8,735.6898,160.0,21.664516,-19.800049
20140120 15:31:02:736,-4.6723094940185547E8,-2.3560049057006836E8,735.6898,160.0,21.664516,-19.800049
20140120 15:31:02:935,-4.6723094940185547E8,-2.3560049057006836E8,735.6898,160.0,21.664516,-19.800049
20140120 15:31:03:135,-4.6723094940185547E8,-2.3560049057006836E8,735.6898,160.0,21.664516,-19.800049
20140120 15:31:03:354,-4.672311019897461E8,-2.356001853942871E8,731.36096,160.0,10.741216,-22.400024
20140120 15:31:03:536,-4.672311019897461E8,-2.356001853942871E8,731.36096,160.0,10.741216,-22.400024
20140120 15:31:03:768,-4.672311019897461E8,-2.356001853942871E8,731.36096,160.0,10.741216,-22.400024
20140120 15:31:03:938,-4.672311019897461E8,-2.356001853942871E8,731.36096,160.0,10.741216,-22.400024
20140120 15:31:04:138,-4.672311019897461E8,-2.356001853942871E8,731.36096,160.0,10.741216,-22.400024
20140120 15:31:04:338,-4.672311019897461E8,-2.356001853942871E8,731.36096,160.0,10.741216,-22.400024
20140120 15:31:04:537,-4.672312545776367E8,-2.3559961318969727E8,726.80133,160.0,10.505093,-140.5
20140120 15:31:04:740,-4.672312545776367E8,-2.3559961318969727E8,726.80133,160.0,10.505093,-140.5
20140120 15:31:04:938,-4.672312545776367E8,-2.3559961318969727E8,726.80133,160.0,10.505093,-140.5
20140120 15:31:05:137,-4.672312545776367E8,-2.3559961318969727E8,726.80133,160.0,10.505093,-140.5
20140120 15:31:05:339,-4.672312545776367E8,-2.3559961318969727E8,726.80133,160.0,10.505093,-140.5
20140120 15:31:05:536,-4.672314453125E8,-2.3559955596923828E8,724.82556,160.0,0.0,-139.90002
20140120 15:31:05:746,-4.672314453125E8,-2.3559955596923828E8,724.82556,160.0,0.0,-139.90002
20140120 15:31:05:935,-4.672314453125E8,-2.3559955596923828E8,724.82556,160.0,0.0,-139.90002
20140120 15:31:06:135,-4.672314453125E8,-2.3559955596923828E8,724.82556,160.0,0.0,-139.90002
20140120 15:31:06:358,-4.6723148345947266E8,-2.355994987487793E8,723.818,160.0,0.0,-126.5
20140120 15:31:06:535,-4.6723148345947266E8,-2.355994987487793E8,723.818,160.0,0.0,-126.5
20140120 15:31:06:735,-4.6723148345947266E8,-2.355994987487793E8,723.818,160.0,0.0,-126.5
20140120 15:31:06:938,-4.6723148345947266E8,-2.355994987487793E8,723.818,160.0,0.0,-126.5
20140120 15:31:07:151,-4.6723148345947266E8,-2.355994987487793E8,723.818,160.0,0.0,-126.5
20140120 15:31:07:359,-4.672315216064453E8,-2.3559938430786133E8,723.66815,160.0,0.0,-126.400024
20140120 15:31:07:548,-4.672315216064453E8,-2.3559938430786133E8,723.66815,160.0,0.0,-126.400024
20140120 15:31:07:769,-4.672315216064453E8,-2.3559938430786133E8,723.66815,160.0,0.0,-126.400024
20140120 15:31:07:962,-4.672315216064453E8,-2.3559938430786133E8,723.66815,160.0,0.0,-126.400024
20140120 15:31:08:181,-4.672315216064453E8,-2.3559938430786133E8,723.66815,160.0,0.0,-126.400024
20140120 15:31:08:385,-4.672315216064453E8,-2.3559938430786133E8,723.66815,160.0,0.0,-126.400024
20140120 15:31:08:536,-4.672315979003906E8,-2.355994415283203E8,725.0398,160.0,15.9158535,-46.0
20140120 15:31:08:738,-4.672315979003906E8,-2.355994415283203E8,725.0398,160.0,15.9158535,-46.0
20140120 15:31:08:938,-4.672315979003906E8,-2.355994415283203E8,725.0398,160.0,15.9158535,-46.0
20140120 15:31:09:138,-4.672315979003906E8,-2.355994415283203E8,725.0398,160.0,15.9158535,-46.0
20140120 15:31:09:337,-4.672315979003906E8,-2.355994415283203E8,725.0398,160.0,15.9158535,-46.0
20140120 15:31:09:536,-4.672313690185547E8,-2.3559965133666992E8,723.3009,160.0,7.256916,-42.599976
20140120 15:31:09:737,-4.672313690185547E8,-2.3559965133666992E8,723.3009,160.0,7.256916,-42.599976
20140120 15:31:09:937,-4.672313690185547E8,-2.3559965133666992E8,723.3009,160.0,7.256916,-42.599976
20140120 15:31:10:138,-4.672313690185547E8,-2.3559965133666992E8,723.3009,160.0,7.256916,-42.599976
20140120 15:31:10:338,-4.672313690185547E8,-2.3559965133666992E8,723.3009,160.0,7.256916,-42.599976
20140120 15:31:10:537,-4.6723114013671875E8,-2.3559991836547852E8,721.4626,160.0,0.0,-111.599976
20140120 15:31:10:736,-4.6723114013671875E8,-2.3559991836547852E8,721.4626,160.0,0.0,-111.599976
20140120 15:31:10:938,-4.6723114013671875E8,-2.3559991836547852E8,721.4626,160.0,0.0,-111.599976
20140120 15:31:11:139,-4.6723114013671875E8,-2.3559991836547852E8,721.4626,160.0,0.0,-111.599976
20140120 15:31:11:339,-4.6723114013671875E8,-2.3559991836547852E8,721.4626,160.0,0.0,-111.599976
20140120 15:31:11:536,-4.672309875488281E8,-2.3560014724731445E8,720.5232,160.0,0.0,-106.400024
20140120 15:31:11:740,-4.672309875488281E8,-2.3560014724731445E8,720.5232,160.0,0.0,-106.400024
20140120 15:31:11:939,-4.672309875488281E8,-2.3560014724731445E8,720.5232,160.0,0.0,-106.400024
20140120 15:31:12:136,-4.672309875488281E8,-2.3560014724731445E8,720.5232,160.0,0.0,-106.400024
20140120 15:31:12:335,-4.672309875488281E8,-2.3560014724731445E8,720.5232,160.0,0.0,-106.400024
20140120 15:31:12:562,-4.672301483154297E8,-2.3560138702392578E8,722.0301,40.0,0.0,-117.20001
20140120 15:31:12:754,-4.672301483154297E8,-2.3560138702392578E8,722.0301,40.0,0.0,-117.20001
20140120 15:31:12:937,-4.672301483154297E8,-2.3560138702392578E8,722.0301,40.0,0.0,-117.20001
20140120 15:31:13:136,-4.672301483154297E8,-2.3560138702392578E8,722.0301,40.0,0.0,-117.20001
20140120 15:31:13:336,-4.672301483154297E8,-2.3560138702392578E8,722.0301,40.0,0.0,-117.20001
20140120 15:31:13:574,-4.672300720214844E8,-2.3560157775878906E8,721.0975,40.0,0.0,-168.09998
20140120 15:31:13:744,-4.672300720214844E8,-2.3560157775878906E8,721.0975,40.0,0.0,-168.09998
20140120 15:31:13:937,-4.672300720214844E8,-2.3560157775878906E8,721.0975,40.0,0.0,-168.09998
20140120 15:31:14:138,-4.672300720214844E8,-2.3560157775878906E8,721.0975,40.0,0.0,-168.09998
20140120 15:31:14:336,-4.672300720214844E8,-2.3560157775878906E8,721.0975,40.0,0.0,-168.09998
20140120 15:31:14:535,-4.6723011016845703E8,-2.3560163497924805E8,721.4016,40.0,0.0,-163.79999
20140120 15:31:14:775,-4.6723011016845703E8,-2.3560163497924805E8,721.4016,40.0,0.0,-163.79999
20140120 15:31:14:960,-4.6723011016845703E8,-2.3560163497924805E8,721.4016,40.0,0.0,-163.79999
20140120 15:31:15:136,-4.6723011016845703E8,-2.3560163497924805E8,721.4016,40.0,0.0,-163.79999
20140120 15:31:15:396,-4.6723011016845703E8,-2.3560163497924805E8,721.4016,40.0,0.0,-163.79999
20140120 15:31:15:538,-4.672301483154297E8,-2.356016731262207E8,721.0733,60.0,0.0,-165.20001
20140120 15:31:15:773,-4.672301483154297E8,-2.356016731262207E8,721.0733,60.0,0.0,-165.20001
20140120 15:31:15:936,-4.672301483154297E8,-2.356016731262207E8,721.0733,60.0,0.0,-165.20001
20140120 15:31:16:135,-4.672301483154297E8,-2.356016731262207E8,721.0733,60.0,0.0,-165.20001
20140120 15:31:16:390,-4.672301483154297E8,-2.356016731262207E8,721.0733,60.0,0.0,-165.20001
20140120 15:31:16:536,-4.6723011016845703E8,-2.356017303466797E8,719.93744,60.0,0.0,-166.70001
20140120 15:31:16:736,-4.6723011016845703E8,-2.356017303466797E8,719.93744,60.0,0.0,-166.70001
20140120 15:31:16:937,-4.6723011016845703E8,-2.356017303466797E8,719.93744,60.0,0.0,-166.70001
20140120 15:31:17:136,-4.6723011016845703E8,-2.356017303466797E8,719.93744,60.0,0.0,-166.70001
20140120 15:31:17:337,-4.6723011016845703E8,-2.356017303466797E8,719.93744,60.0,0.0,-166.70001
20140120 15:31:17:537,-4.672300338745117E8,-2.3560176849365234E8,718.60187,60.0,0.0,-170.5
20140120 15:31:17:739,-4.672300338745117E8,-2.3560176849365234E8,718.60187,60.0,0.0,-170.5
20140120 15:31:17:945,-4.672300338745117E8,-2.3560176849365234E8,718.60187,60.0,0.0,-170.5
20140120 15:31:18:136,-4.672300338745117E8,-2.3560176849365234E8,718.60187,60.0,0.0,-170.5
20140120 15:31:18:338,-4.672300338745117E8,-2.3560176849365234E8,718.60187,60.0,0.0,-170.5
20140120 15:31:18:536,-4.672298812866211E8,-2.3560178756713867E8,717.1317,60.0,0.0,165.40002
20140120 15:31:18:768,-4.672298812866211E8,-2.3560178756713867E8,717.1317,60.0,0.0,165.40002
20140120 15:31:18:936,-4.672298812866211E8,-2.3560178756713867E8,717.1317,60.0,0.0,165.40002
20140120 15:31:19:136,-4.672298812866211E8,-2.3560178756713867E8,717.1317,60.0,0.0,165.40002
20140120 15:31:19:517,-4.672298812866211E8,-2.3560178756713867E8,717.1317,60.0,0.0,165.40002
20140120 15:31:19:651,-4.672299575805664E8,-2.3560171127319336E8,718.29517,40.0,0.0,165.20001
20140120 15:31:19:869,-4.672299575805664E8,-2.3560171127319336E8,718.29517,40.0,0.0,165.20001
20140120 15:31:19:976,-4.672299575805664E8,-2.3560171127319336E8,718.29517,40.0,0.0,165.20001
20140120 15:31:20:169,-4.672299575805664E8,-2.3560171127319336E8,718.29517,40.0,0.0,165.20001
20140120 15:31:20:343,-4.672299575805664E8,-2.3560171127319336E8,718.29517,40.0,0.0,165.20001
20140120 15:31:20:536,-4.6722991943359375E8,-2.3560165405273438E8,719.3447,80.0,0.0,146.59998
20140120 15:31:20:766,-4.6722991943359375E8,-2.3560165405273438E8,719.3447,80.0,0.0,146.59998
20140120 15:31:20:936,-4.6722991943359375E8,-2.3560165405273438E8,719.3447,80.0,0.0,146.59998
20140120 15:31:21:136,-4.6722991943359375E8,-2.3560165405273438E8,719.3447,80.0,0.0,146.59998
20140120 15:31:21:340,-4.6722991943359375E8,-2.3560165405273438E8,719.3447,80.0,0.0,146.59998
20140120 15:31:21:536,-4.672298049926758E8,-2.3560165405273438E8,719.42255,80.0,0.0,147.79999
20140120 15:31:21:745,-4.672298049926758E8,-2.3560165405273438E8,719.42255,80.0,0.0,147.79999
20140120 15:31:21:936,-4.672298049926758E8,-2.3560165405273438E8,719.42255,80.0,0.0,147.79999
20140120 15:31:22:138,-4.672298049926758E8,-2.3560165405273438E8,719.42255,80.0,0.0,147.79999
20140120 15:31:22:339,-4.672298049926758E8,-2.3560165405273438E8,719.42255,80.0,0.0,147.79999
20140120 15:31:22:539,-4.672296905517578E8,-2.356016731262207E8,718.9333,160.0,0.0,150.0
20140120 15:31:22:736,-4.672296905517578E8,-2.356016731262207E8,718.9333,160.0,0.0,150.0
20140120 15:31:22:945,-4.672296905517578E8,-2.356016731262207E8,718.9333,160.0,0.0,150.0
20140120 15:31:23:138,-4.672296905517578E8,-2.356016731262207E8,718.9333,160.0,0.0,150.0
20140120 15:31:23:338,-4.672296905517578E8,-2.356016731262207E8,718.9333,160.0,0.0,150.0
20140120 15:31:23:540,-4.6722957611083984E8,-2.3560169219970703E8,717.9943,160.0,0.0,157.79999
20140120 15:31:23:758,-4.6722957611083984E8,-2.3560169219970703E8,717.9943,160.0,0.0,157.79999
20140120 15:31:23:936,-4.6722957611083984E8,-2.3560169219970703E8,717.9943,160.0,0.0,157.79999
20140120 15:31:24:138,-4.6722957611083984E8,-2.3560169219970703E8,717.9943,160.0,0.0,157.79999
20140120 15:31:24:342,-4.6722957611083984E8,-2.3560169219970703E8,717.9943,160.0,0.0,157.79999
20140120 15:31:24:537,-4.672294616699219E8,-2.3560171127319336E8,716.49365,120.0,0.0,168.79999
20140120 15:31:24:770,-4.672294616699219E8,-2.3560171127319336E8,716.49365,120.0,0.0,168.79999
20140120 15:31:24:975,-4.672294616699219E8,-2.3560171127319336E8,716.49365,120.0,0.0,168.79999
20140120 15:31:25:156,-4.672294616699219E8,-2.3560171127319336E8,716.49365,120.0,0.0,168.79999
20140120 15:31:25:384,-4.672294616699219E8,-2.3560171127319336E8,716.49365,120.0,0.0,168.79999
20140120 15:31:25:538,-4.672294235229492E8,-2.3560171127319336E8,715.25616,80.0,0.0,173.59998
20140120 15:31:25:774,-4.672294235229492E8,-2.3560171127319336E8,715.25616,80.0,0.0,173.59998
20140120 15:31:25:937,-4.672294235229492E8,-2.3560171127319336E8,715.25616,80.0,0.0,173.59998
20140120 15:31:26:137,-4.672294235229492E8,-2.3560171127319336E8,715.25616,80.0,0.0,173.59998
20140120 15:31:26:400,-4.672294235229492E8,-2.3560171127319336E8,715.25616,80.0,0.0,173.59998
20140120 15:31:26:569,-4.6722938537597656E8,-2.356017303466797E8,715.25195,60.0,0.0,-179.40002
20140120 15:31:26:775,-4.6722938537597656E8,-2.356017303466797E8,715.25195,60.0,0.0,-179.40002
20140120 15:31:26:946,-4.6722938537597656E8,-2.356017303466797E8,715.25195,60.0,0.0,-179.40002
20140120 15:31:27:138,-4.6722938537597656E8,-2.356017303466797E8,715.25195,60.0,0.0,-179.40002
20140120 15:31:27:339,-4.6722938537597656E8,-2.356017303466797E8,715.25195,60.0,0.0,-179.40002
20140120 15:31:27:536,-4.6722938537597656E8,-2.3560171127319336E8,715.24805,60.0,0.0,158.0
20140120 15:31:27:762,-4.6722938537597656E8,-2.3560171127319336E8,715.24805,60.0,0.0,158.0
20140120 15:31:27:937,-4.6722938537597656E8,-2.3560171127319336E8,715.24805,60.0,0.0,158.0
20140120 15:31:28:135,-4.6722938537597656E8,-2.3560171127319336E8,715.24805,60.0,0.0,158.0
20140120 15:31:28:336,-4.6722938537597656E8,-2.3560171127319336E8,715.24805,60.0,0.0,158.0
20140120 15:31:28:535,-4.6722938537597656E8,-2.3560171127319336E8,715.2452,40.0,0.0,161.79999
20140120 15:31:28:737,-4.6722938537597656E8,-2.3560171127319336E8,715.2452,40.0,0.0,161.79999
20140120 15:31:28:938,-4.6722938537597656E8,-2.3560171127319336E8,715.2452,40.0,0.0,161.79999
20140120 15:31:29:137,-4.6722938537597656E8,-2.3560171127319336E8,715.2452,40.0,0.0,161.79999
20140120 15:31:29:345,-4.6722938537597656E8,-2.3560171127319336E8,715.2452,40.0,0.0,161.79999
20140120 15:31:29:573,-4.6722938537597656E8,-2.3560169219970703E8,715.2449,40.0,0.0,158.79999
20140120 15:31:29:760,-4.6722938537597656E8,-2.3560169219970703E8,715.2449,40.0,0.0,158.79999
20140120 15:31:29:936,-4.6722938537597656E8,-2.3560169219970703E8,715.2449,40.0,0.0,158.79999
20140120 15:31:30:147,-4.6722938537597656E8,-2.3560169219970703E8,715.2449,40.0,0.0,158.79999
20140120 15:31:30:335,-4.6722938537597656E8,-2.3560169219970703E8,715.2449,40.0,0.0,158.79999
20140120 15:31:30:538,-4.672294235229492E8,-2.3560165405273438E8,715.2487,60.0,0.0,155.0
20140120 15:31:30:736,-4.672294235229492E8,-2.3560165405273438E8,715.2487,60.0,0.0,155.0
20140120 15:31:30:938,-4.672294235229492E8,-2.3560165405273438E8,715.2487,60.0,0.0,155.0
20140120 15:31:31:136,-4.672294235229492E8,-2.3560165405273438E8,715.2487,60.0,0.0,155.0
20140120 15:31:31:344,-4.672294235229492E8,-2.3560165405273438E8,715.2487,60.0,0.0,155.0
20140120 15:31:31:536,-4.672294616699219E8,-2.356015968322754E8,715.2576,60.0,0.0,153.5
20140120 15:31:31:745,-4.672294616699219E8,-2.356015968322754E8,715.2576,60.0,0.0,153.5
20140120 15:31:31:936,-4.672294616699219E8,-2.356015968322754E8,715.2576,60.0,0.0,153.5
20140120 15:31:32:136,-4.672294616699219E8,-2.356015968322754E8,715.2576,60.0,0.0,153.5
20140120 15:31:32:340,-4.672294616699219E8,-2.356015968322754E8,715.2576,60.0,0.0,153.5
20140120 15:31:32:590,-4.672295379638672E8,-2.3560157775878906E8,715.2682,60.0,0.0,144.0
20140120 15:31:32:758,-4.672295379638672E8,-2.3560157775878906E8,715.2682,60.0,0.0,144.0
20140120 15:31:32:935,-4.672295379638672E8,-2.3560157775878906E8,715.2682,60.0,0.0,144.0
20140120 15:31:33:136,-4.672295379638672E8,-2.3560157775878906E8,715.2682,60.0,0.0,144.0
20140120 15:31:33:340,-4.672295379638672E8,-2.3560157775878906E8,715.2682,60.0,0.0,144.0
20140120 15:31:33:568,-4.672296142578125E8,-2.3560161590576172E8,715.39105,60.0,7.5230923,-129.59998
20140120 15:31:33:777,-4.672296142578125E8,-2.3560161590576172E8,715.39105,60.0,7.5230923,-129.59998
20140120 15:31:33:936,-4.672296142578125E8,-2.3560161590576172E8,715.39105,60.0,7.5230923,-129.59998
20140120 15:31:34:136,-4.672296142578125E8,-2.3560161590576172E8,715.39105,60.0,7.5230923,-129.59998
20140120 15:31:34:337,-4.672296142578125E8,-2.3560161590576172E8,715.39105,60.0,7.5230923,-129.59998
20140120 15:31:34:544,-4.6722972869873047E8,-2.356015968322754E8,715.5346,60.0,6.4329205,-67.70001
20140120 15:31:34:737,-4.6722972869873047E8,-2.356015968322754E8,715.5346,60.0,6.4329205,-67.70001
20140120 15:31:34:936,-4.6722972869873047E8,-2.356015968322754E8,715.5346,60.0,6.4329205,-67.70001
20140120 15:31:35:161,-4.6722972869873047E8,-2.356015968322754E8,715.5346,60.0,6.4329205,-67.70001
20140120 15:31:35:342,-4.6722972869873047E8,-2.356015968322754E8,715.5346,60.0,6.4329205,-67.70001
20140120 15:31:35:536,-4.6722984313964844E8,-2.356015968322754E8,715.6923,60.0,3.6220088,-98.900024
20140120 15:31:35:776,-4.6722984313964844E8,-2.356015968322754E8,715.6923,60.0,3.6220088,-98.900024
20140120 15:31:35:936,-4.6722984313964844E8,-2.356015968322754E8,715.6923,60.0,3.6220088,-98.900024
20140120 15:31:36:135,-4.6722984313964844E8,-2.356015968322754E8,715.6923,60.0,3.6220088,-98.900024
20140120 15:31:36:342,-4.6722984313964844E8,-2.356015968322754E8,715.6923,60.0,3.6220088,-98.900024
20140120 15:31:36:538,-4.672299575805664E8,-2.356015968322754E8,715.8602,60.0,5.5278926,-100.79999
20140120 15:31:36:780,-4.672299575805664E8,-2.356015968322754E8,715.8602,60.0,5.5278926,-100.79999
20140120 15:31:36:936,-4.672299575805664E8,-2.356015968322754E8,715.8602,60.0,5.5278926,-100.79999
20140120 15:31:37:135,-4.672299575805664E8,-2.356015968322754E8,715.8602,60.0,5.5278926,-100.79999
20140120 15:31:37:341,-4.672299575805664E8,-2.356015968322754E8,715.8602,60.0,5.5278926,-100.79999
20140120 15:31:37:536,-4.672300720214844E8,-2.3560155868530273E8,716.00214,120.0,5.5447392,-53.69995
20140120 15:31:37:749,-4.672300720214844E8,-2.3560155868530273E8,716.00214,120.0,5.5447392,-53.69995
20140120 15:31:37:937,-4.672300720214844E8,-2.3560155868530273E8,716.00214,120.0,5.5447392,-53.69995
20140120 15:31:38:136,-4.672300720214844E8,-2.3560155868530273E8,716.00214,120.0,5.5447392,-53.69995
20140120 15:31:38:339,-4.672300720214844E8,-2.3560155868530273E8,716.00214,120.0,5.5447392,-53.69995
20140120 15:31:38:536,-4.672301483154297E8,-2.3560152053833008E8,716.01575,60.0,0.0045409612,-35.0
20140120 15:31:38:738,-4.672301483154297E8,-2.3560152053833008E8,716.01575,60.0,0.0045409612,-35.0
20140120 15:31:38:938,-4.672301483154297E8,-2.3560152053833008E8,716.01575,60.0,0.0045409612,-35.0
20140120 15:31:39:138,-4.672301483154297E8,-2.3560152053833008E8,716.01575,60.0,0.0045409612,-35.0
20140120 15:31:39:414,-4.672301483154297E8,-2.3560152053833008E8,716.01575,60.0,0.0045409612,-35.0
20140120 15:31:39:536,-4.6723018646240234E8,-2.356015396118164E8,716.0329,120.0,1.6312697E-5,-149.70001
20140120 15:31:39:738,-4.6723018646240234E8,-2.356015396118164E8,716.0329,120.0,1.6312697E-5,-149.70001
20140120 15:31:39:939,-4.6723018646240234E8,-2.356015396118164E8,716.0329,120.0,1.6312697E-5,-149.70001
20140120 15:31:40:138,-4.6723018646240234E8,-2.356015396118164E8,716.0329,120.0,1.6312697E-5,-149.70001
20140120 15:31:40:337,-4.6723018646240234E8,-2.356015396118164E8,716.0329,120.0,1.6312697E-5,-149.70001
20140120 15:31:40:536,-4.67230224609375E8,-2.356015396118164E8,716.05115,60.0,8.055849E-9,-157.70001
20140120 15:31:40:737,-4.67230224609375E8,-2.356015396118164E8,716.05115,60.0,8.055849E-9,-157.70001
20140120 15:31:40:936,-4.67230224609375E8,-2.356015396118164E8,716.05115,60.0,8.055849E-9,-157.70001
20140120 15:31:41:151,-4.67230224609375E8,-2.356015396118164E8,716.05115,60.0,8.055849E-9,-157.70001
20140120 15:31:41:338,-4.67230224609375E8,-2.356015396118164E8,716.05115,60.0,8.055849E-9,-157.70001
20140120 15:31:41:536,-4.6723026275634766E8,-2.3560157775878906E8,716.07086,60.0,3.9601655E-12,-133.59998
20140120 15:31:41:735,-4.6723026275634766E8,-2.3560157775878906E8,716.07086,60.0,3.9601655E-12,-133.59998
20140120 15:31:41:953,-4.6723026275634766E8,-2.3560157775878906E8,716.07086,60.0,3.9601655E-12,-133.59998
20140120 15:31:42:147,-4.6723026275634766E8,-2.3560157775878906E8,716.07086,60.0,3.9601655E-12,-133.59998
20140120 15:31:42:343,-4.6723026275634766E8,-2.3560157775878906E8,716.07086,60.0,3.9601655E-12,-133.59998
20140120 15:31:42:535,-4.6723033905029297E8,-2.356015968322754E8,716.0911,120.0,6.515242E-15,-152.40002
20140120 15:31:42:768,-4.6723033905029297E8,-2.356015968322754E8,716.0911,120.0,6.515242E-15,-152.40002
20140120 15:31:42:936,-4.6723033905029297E8,-2.356015968322754E8,716.0911,120.0,6.515242E-15,-152.40002
20140120 15:31:43:136,-4.6723033905029297E8,-2.356015968322754E8,716.0911,120.0,6.515242E-15,-152.40002
20140120 15:31:43:417,-4.6723033905029297E8,-2.356015968322754E8,716.0911,120.0,6.515242E-15,-152.40002
20140120 15:31:43:537,-4.672303771972656E8,-2.3560161590576172E8,716.1111,60.0,4.0504057E-18,-134.59998
20140120 15:31:43:773,-4.672303771972656E8,-2.3560161590576172E8,716.1111,60.0,4.0504057E-18,-134.59998
20140120 15:31:43:943,-4.672303771972656E8,-2.3560161590576172E8,716.1111,60.0,4.0504057E-18,-134.59998
20140120 15:31:44:136,-4.672303771972656E8,-2.3560161590576172E8,716.1111,60.0,4.0504057E-18,-134.59998
20140120 15:31:44:337,-4.672303771972656E8,-2.3560161590576172E8,716.1111,60.0,4.0504057E-18,-134.59998
20140120 15:31:44:578,-4.6723045349121094E8,-2.356015968322754E8,716.133,80.0,2.5934697E-21,-70.20001
20140120 15:31:44:760,-4.6723045349121094E8,-2.356015968322754E8,716.133,80.0,2.5934697E-21,-70.20001
20140120 15:31:44:935,-4.6723045349121094E8,-2.356015968322754E8,716.133,80.0,2.5934697E-21,-70.20001
20140120 15:31:45:136,-4.6723045349121094E8,-2.356015968322754E8,716.133,80.0,2.5934697E-21,-70.20001
20140120 15:31:45:336,-4.6723045349121094E8,-2.356015968322754E8,716.133,80.0,2.5934697E-21,-70.20001
20140120 15:31:45:535,-4.6723052978515625E8,-2.3560157775878906E8,716.1567,40.0,1.5307688E-24,-47.19995
20140120 15:31:45:754,-4.6723052978515625E8,-2.3560157775878906E8,716.1567,40.0,1.5307688E-24,-47.19995
20140120 15:31:45:937,-4.6723052978515625E8,-2.3560157775878906E8,716.1567,40.0,1.5307688E-24,-47.19995
20140120 15:31:46:137,-4.6723052978515625E8,-2.3560157775878906E8,716.1567,40.0,1.5307688E-24,-47.19995
20140120 15:31:46:337,-4.6723052978515625E8,-2.3560157775878906E8,716.1567,40.0,1.5307688E-24,-47.19995
20140120 15:31:46:538,-4.672305679321289E8,-2.356015396118164E8,716.1803,40.0,7.8750505E-28,-12.199951
20140120 15:31:46:790,-4.672305679321289E8,-2.356015396118164E8,716.1803,40.0,7.8750505E-28,-12.199951
