,lon,lat,alt,accuracy,speed,angle
20140120 15:40:13:972,-4.672309875488281E8,-2.356013298034668E8,724.91473,80.0,3.189808E-9,1.7000122
20140120 15:40:14:135,-4.672309875488281E8,-2.356013298034668E8,724.91473,80.0,3.189808E-9,1.7000122
20140120 15:40:14:361,-4.672309875488281E8,-2.356013298034668E8,724.91473,80.0,3.189808E-9,1.7000122
20140120 15:40:14:550,-4.672309875488281E8,-2.356013298034668E8,724.9098,40.0,4.340417E-12,-19.099976
20140120 15:40:14:773,-4.672309875488281E8,-2.356013298034668E8,724.9098,40.0,4.340417E-12,-19.099976
20140120 15:40:14:940,-4.672309875488281E8,-2.356013298034668E8,724.9098,40.0,4.340417E-12,-19.099976
20140120 15:40:15:142,-4.672309875488281E8,-2.356013298034668E8,724.9098,40.0,4.340417E-12,-19.099976
20140120 15:40:15:355,-4.672309875488281E8,-2.356013298034668E8,724.9098,40.0,4.340417E-12,-19.099976
20140120 15:40:15:539,-4.672309875488281E8,-2.356013298034668E8,724.90717,120.0,6.971149E-15,-43.0
20140120 15:40:15:736,-4.672309875488281E8,-2.356013298034668E8,724.90717,120.0,6.971149E-15,-43.0
20140120 15:40:15:936,-4.672309875488281E8,-2.356013298034668E8,724.90717,120.0,6.971149E-15,-43.0
20140120 15:40:16:136,-4.672309875488281E8,-2.356013298034668E8,724.90717,120.0,6.971149E-15,-43.0
20140120 15:40:16:384,-4.672309875488281E8,-2.356013298034668E8,724.90717,120.0,6.971149E-15,-43.0
20140120 15:40:16:535,-4.6723094940185547E8,-2.356013298034668E8,724.90356,120.0,1.05995585E-17,-84.5
20140120 15:40:16:738,-4.6723094940185547E8,-2.356013298034668E8,724.90356,120.0,1.05995585E-17,-84.5
20140120 15:40:16:936,-4.6723094940185547E8,-2.356013298034668E8,724.90356,120.0,1.05995585E-17,-84.5
20140120 15:40:17:135,-4.6723094940185547E8,-2.356013298034668E8,724.90356,120.0,1.05995585E-17,-84.5
20140120 15:40:17:337,-4.6723094940185547E8,-2.356013298034668E8,724.90356,120.0,1.05995585E-17,-84.5
20140120 15:40:17:536,-4.6723094940185547E8,-2.356013298034668E8,724.89667,80.0,1.5146711E-20,-134.09998
20140120 15:40:17:737,-4.6723094940185547E8,-2.356013298034668E8,724.89667,80.0,1.5146711E-20,-134.09998
20140120 15:40:17:936,-4.6723094940185547E8,-2.356013298034668E8,724.89667,80.0,1.5146711E-20,-134.09998
20140120 15:40:18:136,-4.6723094940185547E8,-2.356013298034668E8,724.89667,80.0,1.5146711E-20,-134.09998
20140120 15:40:18:341,-4.6723094940185547E8,-2.356013298034668E8,724.89667,80.0,1.5146711E-20,-134.09998
20140120 15:40:18:536,-4.6723094940185547E8,-2.356013298034668E8,724.8896,80.0,1.5045155E-23,-95.79999
20140120 15:40:18:742,-4.6723094940185547E8,-2.356013298034668E8,724.8896,80.0,1.5045155E-23,-95.79999
20140120 15:40:18:935,-4.6723094940185547E8,-2.356013298034668E8,724.8896,80.0,1.5045155E-23,-95.79999
20140120 15:40:19:136,-4.6723094940185547E8,-2.356013298034668E8,724.8896,80.0,1.5045155E-23,-95.79999
20140120 15:40:19:341,-4.6723094940185547E8,-2.356013298034668E8,724.8896,80.0,1.5045155E-23,-95.79999
20140120 15:40:19:536,-4.6723094940185547E8,-2.3560134887695313E8,724.88245,60.0,1.7079825E-26,-17.300049
20140120 15:40:19:737,-4.6723094940185547E8,-2.3560134887695313E8,724.88245,60.0,1.7079825E-26,-17.300049
20140120 15:40:19:936,-4.6723094940185547E8,-2.3560134887695313E8,724.88245,60.0,1.7079825E-26,-17.300049
20140120 15:40:20:136,-4.6723094940185547E8,-2.3560134887695313E8,724.88245,60.0,1.7079825E-26,-17.300049
20140120 15:40:20:335,-4.6723094940185547E8,-2.3560134887695313E8,724.88245,60.0,1.7079825E-26,-17.300049
20140120 15:40:20:594,-4.6723094940185547E8,-2.3560134887695313E8,724.8752,120.0,4.046764E-29,-46.5
20140120 15:40:20:736,-4.6723094940185547E8,-2.3560134887695313E8,724.8752,120.0,4.046764E-29,-46.5
20140120 15:40:20:936,-4.6723094940185547E8,-2.3560134887695313E8,724.8752,120.0,4.046764E-29,-46.5
20140120 15:40:21:136,-4.6723094940185547E8,-2.3560134887695313E8,724.8752,120.0,4.046764E-29,-46.5
20140120 15:40:21:343,-4.6723094940185547E8,-2.3560134887695313E8,724.8752,120.0,4.046764E-29,-46.5
20140120 15:40:21:569,-4.6723094940185547E8,-2.3560138702392578E8,724.8678,40.0,6.4311766E-32,2.0
20140120 15:40:21:764,-4.6723094940185547E8,-2.3560138702392578E8,724.8678,40.0,6.4311766E-32,2.0
20140120 15:40:21:941,-4.6723094940185547E8,-2.3560138702392578E8,724.8678,40.0,6.4311766E-32,2.0
20140120 15:40:22:136,-4.6723094940185547E8,-2.3560138702392578E8,724.8678,40.0,6.4311766E-32,2.0
20140120 15:40:22:345,-4.6723094940185547E8,-2.3560138702392578E8,724.8678,40.0,6.4311766E-32,2.0
20140120 15:40:22:535,-4.672309112548828E8,-2.3560138702392578E8,724.8596,40.0,6.5827684E-35,46.799988
20140120 15:40:22:736,-4.672309112548828E8,-2.3560138702392578E8,724.8596,40.0,6.5827684E-35,46.799988
20140120 15:40:22:936,-4.672309112548828E8,-2.3560138702392578E8,724.8596,40.0,6.5827684E-35,46.799988
20140120 15:40:23:136,-4.672309112548828E8,-2.3560138702392578E8,724.8596,40.0,6.5827684E-35,46.799988
20140120 15:40:23:336,-4.672309112548828E8,-2.3560138702392578E8,724.8596,40.0,6.5827684E-35,46.799988
20140120 15:40:23:536,-4.672309112548828E8,-2.3560138702392578E8,724.85144,60.0,6.0668825E-38,5.799988
20140120 15:40:23:738,-4.672309112548828E8,-2.3560138702392578E8,724.85144,60.0,6.0668825E-38,5.799988
20140120 15:40:23:936,-4.672309112548828E8,-2.3560138702392578E8,724.85144,60.0,6.0668825E-38,5.799988
20140120 15:40:24:136,-4.672309112548828E8,-2.3560138702392578E8,724.85144,60.0,6.0668825E-38,5.799988
20140120 15:40:24:337,-4.672309112548828E8,-2.3560138702392578E8,724.85144,60.0,6.0668825E-38,5.799988
20140120 15:40:24:536,-4.672309112548828E8,-2.356014060974121E8,724.84216,60.0,7.1088E-41,-4.699951
20140120 15:40:24:788,-4.672309112548828E8,-2.356014060974121E8,724.84216,60.0,7.1088E-41,-4.699951
20140120 15:40:24:936,-4.672309112548828E8,-2.356014060974121E8,724.84216,60.0,7.1088E-41,-4.699951
20140120 15:40:25:135,-4.672309112548828E8,-2.356014060974121E8,724.84216,60.0,7.1088E-41,-4.699951
20140120 15:40:25:337,-4.672309112548828E8,-2.356014060974121E8,724.84216,60.0,7.1088E-41,-4.699951
20140120 15:40:25:536,-4.672309112548828E8,-2.3560142517089844E8,724.8342,60.0,5.6E-44,-0.099975586
20140120 15:40:25:872,-4.672309112548828E8,-2.3560142517089844E8,724.8342,60.0,5.6E-44,-0.099975586
20140120 15:40:26:051,-4.672309112548828E8,-2.3560142517089844E8,724.8342,60.0,5.6E-44,-0.099975586
20140120 15:40:26:138,-4.672309112548828E8,-2.3560142517089844E8,724.8342,60.0,5.6E-44,-0.099975586
20140120 15:40:26:736,-4.672309112548828E8,-2.3560142517089844E8,724.8342,60.0,5.6E-44,-0.099975586
20140120 15:40:26:766,-4.6723087310791016E8,-2.356014633178711E8,724.8264,60.0,0.0,-3.1999512
20140120 15:40:26:885,-4.6723087310791016E8,-2.356014633178711E8,724.8264,60.0,0.0,-3.1999512
20140120 15:40:26:950,-4.6723087310791016E8,-2.356014633178711E8,724.8264,60.0,0.0,-3.1999512
20140120 15:40:27:136,-4.6723087310791016E8,-2.356014633178711E8,724.8264,60.0,0.0,-3.1999512
20140120 15:40:27:337,-4.6723087310791016E8,-2.356014633178711E8,724.8264,60.0,0.0,-3.1999512
20140120 15:40:27:537,-4.672308349609375E8,-2.356014633178711E8,724.81915,120.0,0.0,-89.099976
20140120 15:40:27:736,-4.672308349609375E8,-2.356014633178711E8,724.81915,120.0,0.0,-89.099976
20140120 15:40:27:938,-4.672308349609375E8,-2.356014633178711E8,724.81915,120.0,0.0,-89.099976
20140120 15:40:28:136,-4.672308349609375E8,-2.356014633178711E8,724.81915,120.0,0.0,-89.099976
20140120 15:40:28:396,-4.672308349609375E8,-2.356014633178711E8,724.81915,120.0,0.0,-89.099976
20140120 15:40:28:575,-4.672308349609375E8,-2.3560148239135742E8,724.81177,40.0,0.0,-20.400024
20140120 15:40:28:771,-4.672308349609375E8,-2.3560148239135742E8,724.81177,40.0,0.0,-20.400024
20140120 15:40:29:007,-4.672308349609375E8,-2.3560148239135742E8,724.81177,40.0,0.0,-20.400024
20140120 15:40:29:137,-4.672308349609375E8,-2.3560148239135742E8,724.81177,40.0,0.0,-20.400024
20140120 15:40:29:381,-4.672308349609375E8,-2.3560148239135742E8,724.81177,40.0,0.0,-20.400024
20140120 15:40:29:539,-4.6723079681396484E8,-2.3560150146484375E8,724.80444,40.0,0.0,0.5
20140120 15:40:29:752,-4.6723079681396484E8,-2.3560150146484375E8,724.80444,40.0,0.0,0.5
20140120 15:40:29:937,-4.6723079681396484E8,-2.3560150146484375E8,724.80444,40.0,0.0,0.5
20140120 15:40:30:135,-4.6723079681396484E8,-2.3560150146484375E8,724.80444,40.0,0.0,0.5
20140120 15:40:30:336,-4.6723079681396484E8,-2.3560150146484375E8,724.80444,40.0,0.0,0.5
20140120 15:40:30:536,-4.6723079681396484E8,-2.3560150146484375E8,724.79803,60.0,0.0,-0.4000244
20140120 15:40:30:735,-4.6723079681396484E8,-2.3560150146484375E8,724.79803,60.0,0.0,-0.4000244
20140120 15:40:30:936,-4.6723079681396484E8,-2.3560150146484375E8,724.79803,60.0,0.0,-0.4000244
20140120 15:40:31:135,-4.6723079681396484E8,-2.3560150146484375E8,724.79803,60.0,0.0,-0.4000244
20140120 15:40:31:336,-4.6723079681396484E8,-2.3560150146484375E8,724.79803,60.0,0.0,-0.4000244
20140120 15:40:31:536,-4.6723079681396484E8,-2.3560152053833008E8,724.7919,60.0,0.0,-6.699951
20140120 15:40:31:778,-4.6723079681396484E8,-2.3560152053833008E8,724.7919,60.0,0.0,-6.699951
20140120 15:40:31:942,-4.6723079681396484E8,-2.3560152053833008E8,724.7919,60.0,0.0,-6.699951
20140120 15:40:32:137,-4.6723079681396484E8,-2.3560152053833008E8,724.7919,60.0,0.0,-6.699951
20140120 15:40:32:338,-4.6723079681396484E8,-2.3560152053833008E8,724.7919,60.0,0.0,-6.699951
20140120 15:40:32:535,-4.672307586669922E8,-2.3560152053833008E8,724.7855,60.0,0.0,-30.599976
20140120 15:40:32:750,-4.672307586669922E8,-2.3560152053833008E8,724.7855,60.0,0.0,-30.599976
20140120 15:40:32:937,-4.672307586669922E8,-2.3560152053833008E8,724.7855,60.0,0.0,-30.599976
20140120 15:40:33:136,-4.672307586669922E8,-2.3560152053833008E8,724.7855,60.0,0.0,-30.599976
20140120 15:40:33:340,-4.672307586669922E8,-2.3560152053833008E8,724.7855,60.0,0.0,-30.599976
20140120 15:40:33:536,-4.672307586669922E8,-2.3560150146484375E8,724.72406,40.0,3.2603276,19.599976
20140120 15:40:33:757,-4.672307586669922E8,-2.3560150146484375E8,724.72406,40.0,3.2603276,19.599976
20140120 15:40:33:936,-4.672307586669922E8,-2.3560150146484375E8,724.72406,40.0,3.2603276,19.599976
20140120 15:40:34:141,-4.672307586669922E8,-2.3560150146484375E8,724.72406,40.0,3.2603276,19.599976
20140120 15:40:34:338,-4.672307586669922E8,-2.3560150146484375E8,724.72406,40.0,3.2603276,19.599976
20140120 15:40:34:538,-4.672306823730469E8,-2.3560144424438477E8,724.7121,40.0,6.697078,57.299988
20140120 15:40:34:779,-4.672306823730469E8,-2.3560144424438477E8,724.7121,40.0,6.697078,57.299988
20140120 15:40:34:959,-4.672306823730469E8,-2.3560144424438477E8,724.7121,40.0,6.697078,57.299988
20140120 15:40:35:143,-4.672306823730469E8,-2.3560144424438477E8,724.7121,40.0,6.697078,57.299988
20140120 15:40:35:338,-4.672306823730469E8,-2.3560144424438477E8,724.7121,40.0,6.697078,57.299988
20140120 15:40:35:537,-4.672305679321289E8,-2.356014633178711E8,724.7501,40.0,8.516632,100.5
20140120 15:40:35:740,-4.672305679321289E8,-2.356014633178711E8,724.7501,40.0,8.516632,100.5
20140120 15:40:35:936,-4.672305679321289E8,-2.356014633178711E8,724.7501,40.0,8.516632,100.5
20140120 15:40:36:136,-4.672305679321289E8,-2.356014633178711E8,724.7501,40.0,8.516632,100.5
20140120 15:40:36:339,-4.672305679321289E8,-2.356014633178711E8,724.7501,40.0,8.516632,100.5
20140120 15:40:36:536,-4.6723052978515625E8,-2.3560148239135742E8,724.8117,40.0,10.862788,139.29999
20140120 15:40:36:737,-4.6723052978515625E8,-2.3560148239135742E8,724.8117,40.0,10.862788,139.29999
20140120 15:40:36:936,-4.6723052978515625E8,-2.3560148239135742E8,724.8117,40.0,10.862788,139.29999
20140120 15:40:37:136,-4.6723052978515625E8,-2.3560148239135742E8,724.8117,40.0,10.862788,139.29999
20140120 15:40:37:339,-4.6723052978515625E8,-2.3560148239135742E8,724.8117,40.0,10.862788,139.29999
20140120 15:40:37:536,-4.672304153442383E8,-2.3560152053833008E8,724.8341,40.0,12.262101,127.20001
20140120 15:40:37:763,-4.672304153442383E8,-2.3560152053833008E8,724.8341,40.0,12.262101,127.20001
20140120 15:40:37:980,-4.672304153442383E8,-2.3560152053833008E8,724.8341,40.0,12.262101,127.20001
20140120 15:40:38:136,-4.672304153442383E8,-2.3560152053833008E8,724.8341,40.0,12.262101,127.20001
20140120 15:40:38:335,-4.672304153442383E8,-2.3560152053833008E8,724.8341,40.0,12.262101,127.20001
20140120 15:40:38:562,-4.6723033905029297E8,-2.356015968322754E8,724.8517,40.0,13.023683,136.5
20140120 15:40:38:736,-4.6723033905029297E8,-2.356015968322754E8,724.8517,40.0,13.023683,136.5
20140120 15:40:38:936,-4.6723033905029297E8,-2.356015968322754E8,724.8517,40.0,13.023683,136.5
20140120 15:40:39:135,-4.6723033905029297E8,-2.356015968322754E8,724.8517,40.0,13.023683,136.5
20140120 15:40:39:337,-4.6723033905029297E8,-2.356015968322754E8,724.8517,40.0,13.023683,136.5
20140120 15:40:39:535,-4.672303009033203E8,-2.3560163497924805E8,724.8835,40.0,12.216634,140.59998
20140120 15:40:39:771,-4.672303009033203E8,-2.3560163497924805E8,724.8835,40.0,12.216634,140.59998
20140120 15:40:39:936,-4.672303009033203E8,-2.3560163497924805E8,724.8835,40.0,12.216634,140.59998
20140120 15:40:40:136,-4.672303009033203E8,-2.3560163497924805E8,724.8835,40.0,12.216634,140.59998
20140120 15:40:40:341,-4.672303009033203E8,-2.3560163497924805E8,724.8835,40.0,12.216634,140.59998
20140120 15:40:40:536,-4.6723033905029297E8,-2.3560169219970703E8,724.9123,40.0,10.448733,-160.70001
20140120 15:40:40:799,-4.6723033905029297E8,-2.3560169219970703E8,724.9123,40.0,10.448733,-160.70001
20140120 15:40:40:968,-4.6723033905029297E8,-2.3560169219970703E8,724.9123,40.0,10.448733,-160.70001
20140120 15:40:41:136,-4.6723033905029297E8,-2.3560169219970703E8,724.9123,40.0,10.448733,-160.70001
20140120 15:40:41:339,-4.6723033905029297E8,-2.3560169219970703E8,724.9123,40.0,10.448733,-160.70001
20140120 15:40:41:538,-4.672303009033203E8,-2.3560163497924805E8,724.9189,60.0,0.0026611239,-126.099976
20140120 15:40:41:738,-4.672303009033203E8,-2.3560163497924805E8,724.9189,60.0,0.0026611239,-126.099976
20140120 15:40:41:936,-4.672303009033203E8,-2.3560163497924805E8,724.9189,60.0,0.0026611239,-126.099976
20140120 15:40:42:135,-4.672303009033203E8,-2.3560163497924805E8,724.9189,60.0,0.0026611239,-126.099976
20140120 15:40:42:336,-4.672303009033203E8,-2.3560163497924805E8,724.9189,60.0,0.0026611239,-126.099976
20140120 15:40:42:537,-4.6723033905029297E8,-2.3560161590576172E8,725.00806,40.0,2.8741348,-96.5
20140120 15:40:42:758,-4.6723033905029297E8,-2.3560161590576172E8,725.00806,40.0,2.8741348,-96.5
20140120 15:40:42:935,-4.6723033905029297E8,-2.3560161590576172E8,725.00806,40.0,2.8741348,-96.5
20140120 15:40:43:136,-4.6723033905029297E8,-2.3560161590576172E8,725.00806,40.0,2.8741348,-96.5
20140120 15:40:43:337,-4.6723033905029297E8,-2.3560161590576172E8,725.00806,40.0,2.8741348,-96.5
20140120 15:40:43:537,-4.672303771972656E8,-2.3560161590576172E8,725.0308,40.0,0.002138093,-98.79999
20140120 15:40:43:785,-4.672303771972656E8,-2.3560161590576172E8,725.0308,40.0,0.002138093,-98.79999
20140120 15:40:43:980,-4.672303771972656E8,-2.3560161590576172E8,725.0308,40.0,0.002138093,-98.79999
20140120 15:40:44:145,-4.672303771972656E8,-2.3560161590576172E8,725.0308,40.0,0.002138093,-98.79999
20140120 15:40:44:337,-4.672303771972656E8,-2.3560161590576172E8,725.0308,40.0,0.002138093,-98.79999
20140120 15:40:44:538,-4.672304153442383E8,-2.356015968322754E8,725.0609,60.0,1.0503572E-6,-130.79999
20140120 15:40:44:746,-4.672304153442383E8,-2.356015968322754E8,725.0609,60.0,1.0503572E-6,-130.79999
20140120 15:40:44:936,-4.672304153442383E8,-2.356015968322754E8,725.0609,60.0,1.0503572E-6,-130.79999
20140120 15:40:45:137,-4.672304153442383E8,-2.356015968322754E8,725.0609,60.0,1.0503572E-6,-130.79999
20140120 15:40:45:335,-4.672304153442383E8,-2.356015968322754E8,725.0609,60.0,1.0503572E-6,-130.79999
20140120 15:40:45:536,-4.6723045349121094E8,-2.3560155868530273E8,725.09686,60.0,3.8106407E-10,-160.09998
20140120 15:40:45:745,-4.6723045349121094E8,-2.3560155868530273E8,725.09686,60.0,3.8106407E-10,-160.09998
20140120 15:40:45:959,-4.6723045349121094E8,-2.3560155868530273E8,725.09686,60.0,3.8106407E-10,-160.09998
20140120 15:40:46:164,-4.6723045349121094E8,-2.3560155868530273E8,725.09686,60.0,3.8106407E-10,-160.09998
20140120 15:40:46:336,-4.6723045349121094E8,-2.3560155868530273E8,725.09686,60.0,3.8106407E-10,-160.09998
20140120 15:40:46:535,-4.6723052978515625E8,-2.356015396118164E8,725.135,40.0,1.7572749E-13,-91.599976
20140120 15:40:46:794,-4.6723052978515625E8,-2.356015396118164E8,725.135,40.0,1.7572749E-13,-91.599976
20140120 15:40:46:993,-4.6723052978515625E8,-2.356015396118164E8,725.135,40.0,1.7572749E-13,-91.599976
20140120 15:40:47:147,-4.6723052978515625E8,-2.356015396118164E8,725.135,40.0,1.7572749E-13,-91.599976
20140120 15:40:47:339,-4.6723052978515625E8,-2.356015396118164E8,725.135,40.0,1.7572749E-13,-91.599976
20140120 15:40:47:563,-4.6723060607910156E8,-2.3560150146484375E8,725.17395,40.0,1.2197274E-16,-62.200012
20140120 15:40:47:738,-4.6723060607910156E8,-2.3560150146484375E8,725.17395,40.0,1.2197274E-16,-62.200012
20140120 15:40:47:936,-4.6723060607910156E8,-2.3560150146484375E8,725.17395,40.0,1.2197274E-16,-62.200012
20140120 15:40:48:135,-4.6723060607910156E8,-2.3560150146484375E8,725.17395,40.0,1.2197274E-16,-62.200012
20140120 15:40:48:336,-4.6723060607910156E8,-2.3560150146484375E8,725.17395,40.0,1.2197274E-16,-62.200012
20140120 15:40:48:538,-4.672306442260742E8,-2.3560144424438477E8,725.21216,40.0,3.8819586E-20,-28.099976
20140120 15:40:48:736,-4.672306442260742E8,-2.3560144424438477E8,725.21216,40.0,3.8819586E-20,-28.099976
20140120 15:40:48:936,-4.672306442260742E8,-2.3560144424438477E8,725.21216,40.0,3.8819586E-20,-28.099976
20140120 15:40:49:135,-4.672306442260742E8,-2.3560144424438477E8,725.21216,40.0,3.8819586E-20,-28.099976
20140120 15:40:49:339,-4.672306442260742E8,-2.3560144424438477E8,725.21216,40.0,3.8819586E-20,-28.099976
20140120 15:40:49:536,-4.672306442260742E8,-2.3560138702392578E8,725.2485,40.0,2.7226682E-23,4.299988
20140120 15:40:49:739,-4.672306442260742E8,-2.3560138702392578E8,725.2485,40.0,2.7226682E-23,4.299988
20140120 15:40:49:974,-4.672306442260742E8,-2.3560138702392578E8,725.2485,40.0,2.7226682E-23,4.299988
20140120 15:40:50:142,-4.672306442260742E8,-2.3560138702392578E8,725.2485,40.0,2.7226682E-23,4.299988
20140120 15:40:50:339,-4.672306442260742E8,-2.3560138702392578E8,725.2485,40.0,2.7226682E-23,4.299988
20140120 15:40:50:539,-4.672306442260742E8,-2.3560136795043945E8,725.28156,40.0,3.5244333E-26,30.200012
20140120 15:40:50:739,-4.672306442260742E8,-2.3560136795043945E8,725.28156,40.0,3.5244333E-26,30.200012
20140120 15:40:50:936,-4.672306442260742E8,-2.3560136795043945E8,725.28156,40.0,3.5244333E-26,30.200012
20140120 15:40:51:139,-4.672306442260742E8,-2.3560136795043945E8,725.28156,40.0,3.5244333E-26,30.200012
20140120 15:40:51:343,-4.672306442260742E8,-2.3560136795043945E8,725.28156,40.0,3.5244333E-26,30.200012
20140120 15:40:51:548,-4.672306823730469E8,-2.3560134887695313E8,725.31274,40.0,2.3242123E-29,-24.5
20140120 15:40:51:745,-4.672306823730469E8,-2.3560134887695313E8,725.31274,40.0,2.3242123E-29,-24.5
20140120 15:40:52:048,-4.672306823730469E8,-2.3560134887695313E8,725.31274,40.0,2.3242123E-29,-24.5
20140120 15:40:52:215,-4.672306823730469E8,-2.3560134887695313E8,725.31274,40.0,2.3242123E-29,-24.5
20140120 15:40:52:335,-4.672306823730469E8,-2.3560134887695313E8,725.31274,40.0,2.3242123E-29,-24.5
20140120 15:40:52:543,-4.672306823730469E8,-2.356013298034668E8,725.34235,40.0,1.8933923E-32,96.79999
20140120 15:40:52:770,-4.672306823730469E8,-2.356013298034668E8,725.34235,40.0,1.8933923E-32,96.79999
20140120 15:40:52:969,-4.672306823730469E8,-2.356013298034668E8,725.34235,40.0,1.8933923E-32,96.79999
20140120 15:40:53:136,-4.672306823730469E8,-2.356013298034668E8,725.34235,40.0,1.8933923E-32,96.79999
20140120 15:40:53:339,-4.672306823730469E8,-2.356013298034668E8,725.34235,40.0,1.8933923E-32,96.79999
20140120 15:40:53:599,-4.672306823730469E8,-2.356013298034668E8,725.36914,60.0,1.2768807E-35,132.40002
20140120 15:40:53:740,-4.672306823730469E8,-2.356013298034668E8,725.36914,60.0,1.2768807E-35,132.40002
20140120 15:40:53:975,-4.672306823730469E8,-2.356013298034668E8,725.36914,60.0,1.2768807E-35,132.40002
20140120 15:40:54:136,-4.672306823730469E8,-2.356013298034668E8,725.36914,60.0,1.2768807E-35,132.40002
20140120 15:40:54:341,-4.672306823730469E8,-2.356013298034668E8,725.36914,60.0,1.2768807E-35,132.40002
20140120 15:40:54:535,-4.672306823730469E8,-2.356013298034668E8,725.39526,40.0,4.418686E-39,119.900024
20140120 15:40:54:735,-4.672306823730469E8,-2.356013298034668E8,725.39526,40.0,4.418686E-39,119.900024
20140120 15:40:54:935,-4.672306823730469E8,-2.356013298034668E8,725.39526,40.0,4.418686E-39,119.900024
20140120 15:40:55:142,-4.672306823730469E8,-2.356013298034668E8,725.39526,40.0,4.418686E-39,119.900024
20140120 15:40:55:336,-4.672306823730469E8,-2.356013298034668E8,725.39526,40.0,4.418686E-39,131.20001
20140120 15:40:55:535,-4.672306823730469E8,-2.3560134887695313E8,725.4172,40.0,2.873E-42,131.20001
20140120 15:40:55:736,-4.672306823730469E8,-2.3560134887695313E8,725.4172,40.0,2.873E-42,131.20001
20140120 15:40:55:935,-4.672306823730469E8,-2.3560134887695313E8,725.4172,40.0,2.873E-42,131.20001
20140120 15:40:56:270,-4.672306823730469E8,-2.3560134887695313E8,725.4172,40.0,2.873E-42,131.20001
20140120 15:40:56:338,-4.672306823730469E8,-2.3560134887695313E8,725.4172,40.0,2.873E-42,131.20001
20140120 15:40:56:536,-4.672306442260742E8,-2.3560136795043945E8,725.4343,40.0,0.0,121.5
20140120 15:40:56:755,-4.672306442260742E8,-2.3560136795043945E8,725.4343,40.0,0.0,121.5
20140120 15:40:56:976,-4.672306442260742E8,-2.3560136795043945E8,725.4343,40.0,0.0,121.5
20140120 15:40:57:136,-4.672306442260742E8,-2.3560136795043945E8,725.4343,40.0,0.0,121.5
20140120 15:40:57:399,-4.672306442260742E8,-2.3560136795043945E8,725.4343,40.0,0.0,121.5
20140120 15:40:57:634,-4.672306442260742E8,-2.3560136795043945E8,725.4471,60.0,0.0,-99.099976
20140120 15:40:57:773,-4.672306442260742E8,-2.3560136795043945E8,725.4471,60.0,0.0,-99.099976
20140120 15:40:57:955,-4.672306442260742E8,-2.3560136795043945E8,725.4471,60.0,0.0,-99.099976
20140120 15:40:58:135,-4.672306442260742E8,-2.3560136795043945E8,725.4471,60.0,0.0,-99.099976
20140120 15:40:58:335,-4.672306442260742E8,-2.3560138702392578E8,725.45496,60.0,0.0,-112.79999
20140120 15:40:58:536,-4.672306442260742E8,-2.3560138702392578E8,725.45496,60.0,0.0,-112.79999
20140120 15:40:58:735,-4.672306442260742E8,-2.3560138702392578E8,725.45496,60.0,0.0,-112.79999
20140120 15:40:58:955,-4.672306442260742E8,-2.3560138702392578E8,725.45496,60.0,0.0,-112.79999
20140120 15:40:59:164,-4.672306442260742E8,-2.3560138702392578E8,725.45496,60.0,0.0,-112.79999
20140120 15:40:59:383,-4.6723060607910156E8,-2.3560138702392578E8,725.4598,60.0,0.0,-82.5
20140120 15:40:59:535,-4.6723060607910156E8,-2.3560138702392578E8,725.4598,60.0,0.0,-82.5
20140120 15:40:59:736,-4.6723060607910156E8,-2.3560138702392578E8,725.4598,60.0,0.0,-82.5
20140120 15:40:59:936,-4.6723060607910156E8,-2.3560138702392578E8,725.4598,60.0,0.0,-82.5
20140120 15:41:00:135,-4.6723060607910156E8,-2.3560138702392578E8,725.4598,60.0,0.0,-82.5
20140120 15:41:00:335,-4.6723060607910156E8,-2.3560138702392578E8,725.4598,60.0,0.0,-44.099976
20140120 15:41:00:564,-4.6723060607910156E8,-2.356014060974121E8,725.4643,60.0,0.0,-44.099976
20140120 15:41:00:735,-4.6723060607910156E8,-2.356014060974121E8,725.4643,60.0,0.0,-44.099976
20140120 15:41:00:935,-4.6723060607910156E8,-2.356014060974121E8,725.4643,60.0,0.0,-44.099976
20140120 15:41:01:135,-4.6723060607910156E8,-2.356014060974121E8,725.4643,60.0,0.0,-44.099976
20140120 15:41:01:335,-4.6723060607910156E8,-2.3560144424438477E8,725.4722,60.0,0.0,-22.300049
20140120 15:41:01:535,-4.6723060607910156E8,-2.3560144424438477E8,725.4722,60.0,0.0,-22.300049
20140120 15:41:01:735,-4.6723060607910156E8,-2.3560144424438477E8,725.4722,60.0,0.0,-22.300049
20140120 15:41:01:936,-4.6723060607910156E8,-2.3560144424438477E8,725.4722,60.0,0.0,-22.300049
20140120 15:41:02:135,-4.6723060607910156E8,-2.3560144424438477E8,725.4722,60.0,0.0,-22.300049
20140120 15:41:02:342,-4.6723060607910156E8,-2.3560144424438477E8,725.4722,60.0,0.0,-22.300049
20140120 15:41:02:541,-4.6723060607910156E8,-2.3560144424438477E8,725.4822,60.0,0.0,-113.900024
20140120 15:41:02:735,-4.6723060607910156E8,-2.3560144424438477E8,725.4822,60.0,0.0,-113.900024
20140120 15:41:02:935,-4.6723060607910156E8,-2.3560144424438477E8,725.4822,60.0,0.0,-113.900024
20140120 15:41:03:135,-4.6723060607910156E8,-2.3560144424438477E8,725.4822,60.0,0.0,-113.900024
20140120 15:41:03:335,-4.6723060607910156E8,-2.3560144424438477E8,725.4946,60.0,0.0,-150.0
